SNo.,Movie Name,Duration (min),Year,Ratings,Metascore,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6
1165,Ambulance,136,2022,6.1,55,Michael Bay,,,,,
1166,6 Underground,128,2019,6.1,41,Michael Bay,,,,,
1167,Lou,107,2022,6.1,51,Anna Foerster,,,,,
1168,Day Shift,113,2022,6.1,51,J.J. Perry,,,,,
1169,Jurassic World: Fallen Kingdom,128,2018,6.1,51,J.A. Bayona,,,,,
1170,Mortal Engines,128,2018,6.1,44,Christian Rivers,,,,,
1171,The Sentinel,108,2006,6.1,49,Clark Johnson,,,,,
1172,Hitman's Wife's Bodyguard,100,2021,6.1,32,Patrick Hughes,,,,,
1173,Blood Red Sky,121,2021,6.1,43,Peter Thorwarth,,,,,
1174,Lifeforce,101,1985,6.1,50,Tobe Hooper,,,,,
1175,I Am Number Four,111,2011,6.1,36,D.J. Caruso,,,,,
1176,Lightyear,105,2022,6.1,60,Angus MacLane,,,,,
1177,Superman Returns,154,2006,6.1,72,Bryan Singer,,,,,
1178,RoboCop,117,2014,6.1,52,José Padilha,,,,,
1179,Rampage,107,2018,6.1,45,Brad Peyton,,,,,
1180,Code 8,98,2019,6.1,48,Jeff Chan,,,,,
1181,The Expendables 3,126,2014,6.1,35,Patrick Hughes,,,,,
1182,Crawl,87,2019,6.1,60,Alexandre Aja,,,,,
1183,Die Another Day,133,2002,6.1,56,Lee Tamahori,,,,,
1184,Rambo: Last Blood,89,2019,6.1,26,Adrian Grunberg,,,,,
1185,Push,111,2009,6.1,36,Paul McGuigan,,,,,
1186,Mile 22,94,2018,6.1,38,Peter Berg,,,,,
1187,Jumper,88,2008,6.1,35,Doug Liman,,,,,
1188,Days of Thunder,107,1990,6.1,60,Tony Scott,,,,,
1189,The Sorcerer's Apprentice,109,2010,6.1,46,Jon Turteltaub,,,,,
1190,Dora and the Lost City of Gold,102,2019,6.1,63,James Bobin,,,,,
1191,The Huntsman: Winter's War,114,2016,6.1,35,Cedric Nicolas-Troyan,,,,,
1192,Resident Evil: Apocalypse,94,2004,6.1,35,Alexander Witt,,,,,
1193,The Protégé,109,2021,6.1,48,Martin Campbell,,,,,
1194,Mystery Men,121,1999,6.1,65,Kinka Usher,,,,,
1195,The Postman,177,1997,6.1,29,Kevin Costner,,,,,
1196,Blitz,97,2011,6.1,,Elliott Lester,,,,,
1197,The Girl in the Spider's Web,115,2018,6.1,43,Fede Alvarez,,,,,
1198,Krull,121,1983,6.1,45,Peter Yates,,,,,
1199,Deep Rising,106,1998,6.1,,Stephen Sommers,,,,,
1200,Universal Soldier,102,1992,6.1,35,Roland Emmerich,,,,,
1201,Crank: High Voltage,96,2009,6.1,41,Mark Neveldine,Brian Taylor,,,,
1202,Hansel & Gretel: Witch Hunters,88,2013,6.1,23,Tommy Wirkola,,,,,
1203,Vampires,108,1998,6.1,42,John Carpenter,,,,,
1204,Never Say Never Again,134,1983,6.1,68,Irvin Kershner,,,,,
1205,The Karate Kid Part II,113,1986,6.1,55,John G. Avildsen,,,,,
1206,Hit and Run,100,2012,6.1,50,David Palmer,Dax Shepard,,,,
1207,Broken Arrow,108,1996,6.1,61,John Woo,,,,,
1208,The Promise,133,2016,6.1,49,Terry George,,,,,
1209,The Collection,82,2012,6.1,38,Marcus Dunstan,,,,,
1210,Windtalkers,134,2002,6.1,51,John Woo,,,,,
1211,Ride Along,99,2014,6.1,41,Tim Story,,,,,
1212,Sky Captain and the World of Tomorrow,106,2004,6.1,64,Kerry Conran,,,,,
1213,American Ultra,96,2015,6.1,50,Nima Nourizadeh,,,,,
1214,Red State,88,2011,6.1,50,Kevin Smith,,,,,
1215,Red Heat,104,1988,6.1,61,Walter Hill,,,,,
1216,Point of No Return,109,1993,6.1,53,John Badham,,,,,
1217,Heist,93,2015,6.1,37,Scott Mann,,,,,
1218,Sphere,134,1998,6.1,35,Barry Levinson,,,,,
1219,Romeo Must Die,115,2000,6.1,52,Andrzej Bartkowiak,,,,,
1220,Solomon Kane,104,2009,6.1,48,M.J. Bassett,,,,,
1221,Broken City,109,2013,6.1,49,Allen Hughes,,,,,
1222,Flight of the Phoenix,113,2004,6.1,47,John Moore,,,,,
1223,Hotel Artemis,94,2018,6.1,58,Drew Pearce,,,,,
1224,30 Minutes or Less,83,2011,6.1,49,Ruben Fleischer,,,,,
1225,Big Stan,105,2007,6.1,,Rob Schneider,,,,,
1226,The Jewel of the Nile,106,1985,6.1,53,Lewis Teague,,,,,
1227,Hobo with a Shotgun,86,2011,6.1,55,Jason Eisener,,,,,
1228,Ironclad,121,2011,6.1,42,Jonathan English,,,,,
1229,Undisputed,94,2002,6.1,58,Walter Hill,,,,,
1230,Conquest of the Planet of the Apes,88,1972,6.1,49,J. Lee Thompson,,,,,
1231,"Tomorrow, When the War Began",104,2010,6.1,54,Stuart Beattie,,,,,
1232,Mercury Rising,111,1998,6.1,37,Harold Becker,,,,,
1233,Gringo,111,2018,6.1,46,Nash Edgerton,,,,,
1234,Murder at 1600,107,1997,6.1,47,Dwight H. Little,,,,,
1235,The Replacement Killers,87,1998,6.1,42,Antoine Fuqua,,,,,
1236,15 Minutes,120,2001,6.1,34,John Herzfeld,,,,,
1237,Welcome to the Punch,99,2013,6.1,49,Eran Creevy,,,,,
1238,The Lovebirds,86,2020,6.1,59,Michael Showalter,,,,,
1239,Seeking Justice,105,2011,6.1,38,Roger Donaldson,,,,,
1240,Chennai Express,141,2013,6.1,45,Rohit Shetty,,,,,
1241,Antitrust,108,2001,6.1,31,Peter Howitt,,,,,
1242,Thunivu,145,2023,6.1,,H. Vinoth,,,,,
1243,Sooryavanshi,145,2021,6.1,,Rohit Shetty,,,,,
1244,2,148,2018,6.1,,S. Shankar,,,,,
1245,Shazam! Fury of the Gods,130,2023,6,47,David F. Sandberg,,,,,
1246,The Fast and the Furious: Tokyo Drift,104,2006,6,45,Justin Lin,,,,,
1247,Mortal Kombat (2021),110,2021,6,44,Simon McQuoid,,,,,
1248,Birds of Prey,109,2020,6,60,Cathy Yan,,,,,
1249,Murder Mystery,97,2019,6,38,Kyle Newacheck,,,,,
1250,Exodus: Gods and Kings,150,2014,6,52,Ridley Scott,,,,,
1251,Van Helsing,131,2004,6,35,Stephen Sommers,,,,,
1252,Godzilla: King of the Monsters,132,2019,6,48,Michael Dougherty,,,,,
1253,S.W.A.T.,117,2003,6,45,Clark Johnson,,,,,
1254,Immortals,110,2011,6,46,Tarsem Singh,,,,,
1255,Sucker Punch,110,2011,6,33,Zack Snyder,,,,,
1256,Gunpowder Milkshake,114,2021,6,47,Navot Papushado,,,,,
1257,Speed Racer,135,2008,6,37,Lana Wachowski,Lilly Wachowski,,,,
1258,Hercules,98,2014,6,47,Brett Ratner,,,,,
1259,Unhinged,90,2020,6,40,Derrick Borte,,,,,
1260,Those Who Wish Me Dead,100,2021,6,59,Taylor Sheridan,,,,,
1261,Miami Vice,132,2006,6,66,Michael Mann,,,,,
1262,Don't Breathe 2,98,2021,6,46,Rodo Sayagues,,,,,
1263,The Tourist,103,2010,6,37,Florian Henckel von Donnersmarck,,,,,
1264,Dante's Peak,108,1997,6,43,Roger Donaldson,,,,,
1265,The Time Machine,96,2002,6,42,Simon Wells,,,,,
1266,The Spy Who Dumped Me,117,2018,6,52,Susanna Fogel,,,,,
1267,Taken 3,108,2014,6,26,Olivier Megaton,,,,,
1268,Project Power,113,2020,6,51,Henry Joost,Ariel Schulman,,,,
1269,Sahara,124,2005,6,41,Breck Eisner,,,,,
1270,Cowboys & Aliens,119,2011,6,50,Jon Favreau,,,,,
1271,G.I. Jane,125,1997,6,62,Ridley Scott,,,,,
1272,Transporter 3,104,2008,6,51,Olivier Megaton,,,,,
1273,The Purge: Election Year,108,2016,6,55,James DeMonaco,,,,,
1274,Beneath the Planet of the Apes,95,1970,6,46,Ted Post,,,,,
1275,CHIPS,100,2017,6,28,Dax Shepard,,,,,
1276,Honest Thief,99,2020,6,46,Mark Williams,,,,,
1277,The Lego Ninjago Movie,101,2017,6,55,Charlie Bean,Paul Fisher,Bob Logan,,,
1278,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,1991,6,45,Michael Pressman,,,,,
1279,The Net,114,1995,6,51,Irwin Winkler,,,,,
1280,Shaft,99,2000,6,50,John Singleton,,,,,
1281,A Man Apart,109,2003,6,36,F. Gary Gray,,,,,
1282,Valhalla Rising,93,2009,6,61,Nicolas Winding Refn,,,,,
1283,Captive State,109,2019,6,54,Rupert Wyatt,,,,,
1284,Above the Law,99,1988,6,45,Andrew Davis,,,,,
1285,Soldier,99,1998,6,,Paul W.S. Anderson,,,,,
1286,The Big Hit,91,1998,6,31,Kirk Wong,,,,,
1287,First Knight,134,1995,6,57,Jerry Zucker,,,,,
1288,Erased,100,2012,6,34,Philipp Stölzl,,,,,
1289,The Hunted,94,2003,6,40,William Friedkin,,,,,
1290,The Condemned,113,2007,6,23,Scott Wiper,,,,,
1291,Firestarter,114,1984,6,50,Mark L. Lester,,,,,
1292,The Peacemaker,124,1997,6,43,Mimi Leder,,,,,
1293,Carriers,84,2009,6,,David Pastor,Àlex Pastor,,,,
1294,The Shadow,108,1994,6,50,Russell Mulcahy,,,,,
1295,Wrongfully Accused,87,1998,6,,Pat Proft,,,,,
1296,Varisu,169,2023,6,,Vamshi Paidipally,,,,,
1297,Lockout,95,2012,6,48,James Mather,Steve Saint Leger,,,,
1298,Automata,109,2014,6,37,Gabe Ibáñez,,,,,
1299,Jimmy Neutron: Boy Genius,82,2001,6,65,John A. Davis,,,,,
1300,Man of Tai Chi,105,2013,6,52,Keanu Reeves,,,,,
1301,Bird on a Wire,110,1990,6,36,John Badham,,,,,
1302,The Code,104,2009,6,,Mimi Leder,,,,,
1303,The Machine,91,2013,6,52,Caradog W. James,,,,,
1304,The Tournament,95,2009,6,,Scott Mann,,,,,
1305,K-9,101,1989,6,44,Rod Daniel,,,,,
1306,Kick,146,2014,6,,Sajid Nadiadwala,,,,,
1307,2 Fast 2 Furious,107,2003,5.9,38,John Singleton,,,,,
1308,Punisher: War Zone,103,2008,5.9,30,Lexi Alexander,,,,,
1309,Suicide Squad,123,2016,5.9,40,David Ayer,,,,,
1310,The Great Wall,103,2016,5.9,42,Yimou Zhang,,,,,
1311,Venom: Let There Be Carnage,97,2021,5.9,49,Andy Serkis,,,,,
1312,Conan the Destroyer,103,1984,5.9,53,Richard Fleischer,,,,,
1313,Deep Blue Sea,105,1999,5.9,54,Renny Harlin,,,,,
1314,Power Rangers,124,2017,5.9,44,Dean Israelite,,,,,
1315,Transformers: Revenge of the Fallen,149,2009,5.9,35,Michael Bay,,,,,
1316,Pathaan,146,2023,5.9,47,Siddharth Anand,,,,,
1317,The Last Witch Hunter,106,2015,5.9,34,Breck Eisner,,,,,
1318,Underwater,95,2020,5.9,48,William Eubank,,,,,
1319,Jurassic Park III,92,2001,5.9,42,Joe Johnston,,,,,
1320,Into the Blue,110,2005,5.9,45,John Stockwell,,,,,
1321,Teenage Mutant Ninja Turtles: Out of the Shadows,112,2016,5.9,40,Dave Green,,,,,
1322,The Wandering Earth,125,2019,5.9,57,Frant Gwo,,,,,
1323,London Has Fallen,99,2016,5.9,28,Babak Najafi,,,,,
1324,The Brothers Grimm,118,2005,5.9,51,Terry Gilliam,,,,,
1325,Six Days Seven Nights,102,1998,5.9,51,Ivan Reitman,,,,,
1326,The One,87,2001,5.9,25,James Wong,,,,,
1327,The Rookie,120,1990,5.9,41,Clint Eastwood,,,,,
1328,Timecop,99,1994,5.9,48,Peter Hyams,,,,,
1329,Iron Sky,93,2012,5.9,,Timo Vuorensola,,,,,
1330,Abraham Lincoln: Vampire Hunter,105,2012,5.9,42,Timur Bekmambetov,,,,,
1331,Braven,94,2018,5.9,61,Lin Oeding,,,,,
1332,Doomsday,105,2008,5.9,51,Neil Marshall,,,,,
1333,The Black Hole,98,1979,5.9,52,Gary Nelson,,,,,
1334,Star Wars: The Clone Wars,98,2008,5.9,35,Dave Filoni,,,,,
1335,The Legend of Zorro,129,2005,5.9,47,Martin Campbell,,,,,
1336,Keeping Up with the Joneses,105,2016,5.9,34,Greg Mottola,,,,,
1337,The 6th Day,123,2000,5.9,49,Roger Spottiswoode,,,,,
1338,Firefox,136,1982,5.9,44,Clint Eastwood,,,,,
1339,Daylight,114,1996,5.9,47,Rob Cohen,,,,,
1340,The Golden Child,94,1986,5.9,37,Michael Ritchie,,,,,
1341,Kidnap,95,2017,5.9,44,Luis Prieto,,,,,
1342,Sanctum,108,2011,5.9,42,Alister Grierson,,,,,
1343,Another 48 Hrs.,95,1990,5.9,23,Walter Hill,,,,,
1344,Vertical Limit,124,2000,5.9,48,Martin Campbell,,,,,
1345,Domino,127,2005,5.9,36,Tony Scott,,,,,
1346,The Fan,116,1996,5.9,32,Tony Scott,,,,,
1347,Red Tails,125,2012,5.9,46,Anthony Hemingway,,,,,
1348,Ride Along 2,102,2016,5.9,32,Tim Story,,,,,
1349,Gone,94,2012,5.9,36,Heitor Dhalia,,,,,
1350,Passenger 57,84,1992,5.9,50,Kevin Hooks,,,,,
1351,3000 Miles to Graceland,125,2001,5.9,21,Demian Lichtenstein,,,,,
1352,Undercover Brother,86,2002,5.9,69,Malcolm D. Lee,,,,,
1353,Fatman,100,2020,5.9,40,Eshom Nelms,Ian Nelms,,,,
1354,Fortress,95,1992,5.9,48,Stuart Gordon,,,,,
1355,Men at Work,98,1990,5.9,34,Emilio Estevez,,,,,
1356,Hard Rain,97,1998,5.9,36,Mikael Salomon,,,,,
1357,The Double,98,2011,5.9,37,Michael Brandt,,,,,
1358,Tiger Lives,161,2017,5.9,,Mehmet Tutkun,Ali Abbas Zafar,Musa Muhammed Olayinka,,,
1359,Ghosted,116,2023,5.8,34,Dexter Fletcher,,,,,
1360,The School for Good and Evil,147,2022,5.8,30,Paul Feig,,,,,
1361,2012,158,2009,5.8,49,Roland Emmerich,,,,,
1362,Battleship,131,2012,5.8,41,Peter Berg,,,,,
1363,Army of the Dead,148,2021,5.8,57,Zack Snyder,,,,,
1364,Mortal Kombat,101,1995,5.8,60,Paul W.S. Anderson,,,,,
1365,Oldboy,104,2013,5.8,49,Spike Lee,,,,,
1366,Clash of the Titans,106,2010,5.8,39,Louis Leterrier,,,,,
1367,Teenage Mutant Ninja Turtles,101,2014,5.8,31,Jonathan Liebesman,,,,,
1368,xXx,124,2002,5.8,48,Rob Cohen,,,,,
1369,The Man from Toronto,110,2022,5.8,34,Patrick Hughes,,,,,
1370,Species,108,1995,5.8,49,Roger Donaldson,,,,,
1371,Cobra,87,1986,5.8,25,George P. Cosmatos,,,,,
1372,Blade: Trinity,113,2004,5.8,38,David S. Goyer,,,,,
1373,Noah,138,2014,5.8,68,Darren Aronofsky,,,,,
1374,Troll,101,2022,5.8,62,Roar Uthaug,,,,,
1375,Hollow Man,112,2000,5.8,24,Paul Verhoeven,,,,,
1376,Haywire,93,2011,5.8,67,Steven Soderbergh,,,,,
1377,The League of Extraordinary Gentlemen,110,2003,5.8,30,Stephen Norrington,,,,,
1378,Journey to the Center of the Earth,93,2008,5.8,57,Eric Brevig,,,,,
1379,Cirque du Freak: The Vampire's Assistant,109,2009,5.8,43,Paul Weitz,,,,,
1380,End of Days,122,1999,5.8,33,Peter Hyams,,,,,
1381,Without Remorse,109,2021,5.8,41,Stefano Sollima,,,,,
1382,Lake Placid,82,1999,5.8,34,Steve Miner,,,,,
1383,RoboCop 2,117,1990,5.8,42,Irvin Kershner,,,,,
1384,The Host,125,2013,5.8,35,Andrew Niccol,,,,,
1385,The Mortal Instruments: City of Bones,130,2013,5.8,33,Harald Zwart,,,,,
1386,Extinction,95,2018,5.8,40,Ben Young,,,,,
1387,Pride and Prejudice and Zombies,108,2016,5.8,45,Burr Steers,,,,,
1388,Wild Hogs,100,2007,5.8,27,Walt Becker,,,,,
1389,Over the Top,93,1987,5.8,40,Menahem Golan,,,,,
1390,Morgan,92,2016,5.8,48,Luke Scott,,,,,
1391,Rambo III,102,1988,5.8,36,Peter MacDonald,,,,,
1392,Into the Storm,89,2014,5.8,44,Steven Quale,,,,,
1393,Resident Evil: Afterlife,96,2010,5.8,37,Paul W.S. Anderson,,,,,
1394,Skyscraper,102,2018,5.8,51,Rawson Marshall Thurber,,,,,
1395,Straw Dogs,110,2011,5.8,45,Rod Lurie,,,,,
1396,1941,118,1979,5.8,34,Steven Spielberg,,,,,
1397,Around the World in 80 Days,120,2004,5.8,49,Frank Coraci,,,,,
1398,Sudden Death,111,1995,5.8,,Peter Hyams,,,,,
1399,The Green Hornet,119,2011,5.8,39,Michel Gondry,,,,,
1400,Striking Distance,102,1993,5.8,36,Rowdy Herrington,,,,,
1401,The Gunman,115,2015,5.8,39,Pierre Morel,,,,,
1402,Reindeer Games,104,2000,5.8,37,John Frankenheimer,,,,,
1403,Hard to Kill,96,1990,5.8,41,Bruce Malmuth,,,,,
1404,Bulletproof,84,1996,5.8,30,Ernest R. Dickerson,,,,,
1405,Air America,113,1990,5.8,33,Roger Spottiswoode,,,,,
1406,Cradle 2 the Grave,101,2003,5.8,36,Andrzej Bartkowiak,,,,,
1407,Firewall,105,2006,5.8,45,Richard Loncraine,,,,,
1408,Taxi 3,84,2003,5.8,,Gérard Krawczyk,,,,,
1409,Samrat Prithviraj,135,2022,5.8,,Chandra Prakash Dwivedi,,,,,
1410,The Three Musketeers,110,2011,5.7,35,Paul W.S. Anderson,,,,,
1411,Murder Mystery 2,90,2023,5.7,44,Jeremy Garelick,,,,,
1412,The Matrix Resurrections,148,2021,5.7,63,Lana Wachowski,,,,,
1413,Escape Room: Tournament of Champions,88,2021,5.7,48,Adam Robitel,,,,,
1414,G.I. Joe: Retaliation,110,2013,5.7,41,Jon M. Chu,,,,,
1415,Mulan,115,2020,5.7,66,Niki Caro,,,,,
1416,Memory,114,2022,5.7,41,Martin Campbell,,,,,
1417,Mechanic: Resurrection,98,2016,5.7,38,Dennis Gansel,,,,,
1418,G.I. Joe: The Rise of Cobra,118,2009,5.7,32,Stephen Sommers,,,,,
1419,Planet of the Apes,119,2001,5.7,50,Tim Burton,,,,,
1420,X-Men: Dark Phoenix,113,2019,5.7,43,Simon Kinberg,,,,,
1421,Samaritan,102,2022,5.7,45,Julius Avery,,,,,
1422,Fantastic Four (2005),106,2005,5.7,40,Tim Story,,,,,
1423,Bloodshot,109,2020,5.7,44,Dave Wilson,,,,,
1424,Freddy vs. Jason,97,2003,5.7,37,Ronny Yu,,,,,
1425,Underworld: Blood Wars,91,2016,5.7,23,Anna Foerster,,,,,
1426,Allegiant,120,2016,5.7,33,Robert Schwentke,,,,,
1427,Journey 2: The Mysterious Island,94,2012,5.7,41,Brad Peyton,,,,,
1428,Chaos Walking,109,2021,5.7,38,Doug Liman,,,,,
1429,Buffy the Vampire Slayer,86,1992,5.7,48,Fran Rubel Kuzui,,,,,
1430,Pan,111,2015,5.7,36,Joe Wright,,,,,
1431,Hitman: Agent 47,96,2015,5.7,28,Aleksander Bach,,,,,
1432,Only God Forgives,90,2013,5.7,37,Nicolas Winding Refn,,,,,
1433,Lara Croft: Tomb Raider,100,2001,5.7,33,Simon West,,,,,
1434,Wrath of the Titans,99,2012,5.7,37,Jonathan Liebesman,,,,,
1435,Fool's Gold,112,2008,5.7,29,Andy Tennant,,,,,
1436,Battle Los Angeles,116,2011,5.7,37,Jonathan Liebesman,,,,,
1437,Crocodile Dundee II,108,1988,5.7,41,John Cornell,,,,,
1438,Gamer,95,2009,5.7,27,Mark Neveldine,Brian Taylor,,,,
1439,The Darkest Minds,104,2018,5.7,39,Jennifer Yuh Nelson,,,,,
1440,Escape from L.A.,101,1996,5.7,54,John Carpenter,,,,,
1441,Poseidon,98,2006,5.7,50,Wolfgang Petersen,,,,,
1442,The Do-Over,108,2016,5.7,22,Steven Brill,,,,,
1443,Sabotage,109,2014,5.7,41,David Ayer,,,,,
1444,Gemini Man,117,2019,5.7,38,Ang Lee,,,,,
1445,Cutthroat Island,124,1995,5.7,37,Renny Harlin,,,,,
1446,Cooties,88,2014,5.7,49,Jonathan Milott,Cary Murnion,,,,
1447,Priest,87,2011,5.7,41,Scott Stewart,,,,,
1448,Bullet to the Head,92,2012,5.7,48,Walter Hill,,,,,
1449,Mighty Joe Young,114,1998,5.7,51,Ron Underwood,,,,,
1450,Race to Witch Mountain,98,2009,5.7,52,Andy Fickman,,,,,
1451,Hudson Hawk,100,1991,5.7,17,Michael Lehmann,,,,,
1452,Beckett,110,2021,5.7,52,Ferdinando Cito Filomarino,,,,,
1453,Close,94,2019,5.7,51,Vicky Jewson,,,,,
1454,Ben-Hur,123,2016,5.7,38,Timur Bekmambetov,,,,,
1455,Drillbit Taylor,110,2008,5.7,41,Steven Brill,,,,,
1456,Red Planet,106,2000,5.7,34,Antony Hoffman,,,,,
1457,Money Train,110,1995,5.7,,Joseph Ruben,,,,,
1458,Nowhere to Run,94,1993,5.7,41,Robert Harmon,,,,,
1459,Bandidas,93,2006,5.7,,Joachim Rønning,Espen Sandberg,,,,
1460,The Art of War,117,2000,5.7,30,Christian Duguay,,,,,
1461,Armored,88,2009,5.7,50,Nimród Antal,,,,,
1462,The Mother,115,2023,5.6,45,Niki Caro,,,,,
1463,The Meg,113,2018,5.6,46,Jon Turteltaub,,,,,
1464,Jurassic World: Dominion,147,2022,5.6,38,Colin Trevorrow,,,,,
1465,Strange World,102,2022,5.6,65,Don Hall,Qui Nguyen,,,,
1466,Transformers: Age of Extinction,165,2014,5.6,32,Michael Bay,,,,,
1467,Beast Hollywood Movie (2022),93,2022,5.6,54,Baltasar Kormákur,,,,,
1468,R.I.P.D.,96,2013,5.6,25,Robert Schwentke,,,,,
1469,Men in Black: International,114,2019,5.6,38,F. Gary Gray,,,,,
1470,Last Seen Alive,95,2022,5.6,,Brian Goodman,,,,,
1471,Charlie's Angels (2000),98,2000,5.6,52,McG,,,,,
1472,Pixels,105,2015,5.6,27,Chris Columbus,,,,,
1473,The Pacifier,95,2005,5.6,30,Adam Shankman,,,,,
1474,Spy Kids,88,2001,5.6,71,Robert Rodriguez,,,,,
1475,Hulk,138,2003,5.6,54,Ang Lee,,,,,
1476,You Don't Mess with the Zohan,113,2008,5.6,54,Dennis Dugan,,,,,
1477,Alexander,175,2004,5.6,40,Oliver Stone,,,,,
1478,Assassin's Creed,115,2016,5.6,36,Justin Kurzel,,,,,
1479,The Dark Tower,95,2017,5.6,34,Nikolaj Arcel,,,,,
1480,Alien vs. Predator,101,2004,5.6,29,Paul W.S. Anderson,,,,,
1481,Pacific Rim: Uprising,111,2018,5.6,44,Steven S. DeKnight,,,,,
1482,Wild Card,92,2015,5.6,40,Simon West,,,,,
1483,Judge Dredd,96,1995,5.6,,Danny Cannon,,,,,
1484,Fantastic Four: Rise of the Silver Surfer,92,2007,5.6,45,Tim Story,,,,,
1485,Johnny Mnemonic,96,1995,5.6,36,Robert Longo,,,,,
1486,The Specialist,110,1994,5.6,,Luis Llosa,,,,,
1487,Machete Kills,107,2013,5.6,41,Robert Rodriguez,,,,,
1488,Timeline,116,2003,5.6,28,Richard Donner,,,,,
1489,The Ice Road,109,2021,5.6,42,Jonathan Hensleigh,,,,,
1490,Hold the Dark,125,2018,5.6,63,Jeremy Saulnier,,,,,
1491,The Marksman,108,2021,5.6,44,Robert Lorenz,,,,,
1492,Jolt,91,2021,5.6,48,Tanya Wexler,,,,,
1493,Jay and Silent Bob Reboot,105,2019,5.6,46,Kevin Smith,,,,,
1494,Raw Deal,106,1986,5.6,44,John Irvin,,,,,
1495,Double Impact,110,1991,5.6,40,Sheldon Lettich,,,,,
1496,National Security,88,2003,5.6,31,Dennis Dugan,,,,,
1497,Brick Mansions,90,2014,5.6,40,Camille Delamarre,,,,,
1498,Brahmastra Part One: Shiva,167,2022,5.6,57,Ayan Mukerji,,,,,
1499,Chain Reaction,107,1996,5.6,43,Andrew Davis,,,,,
1500,The Skulls,106,2000,5.6,24,Rob Cohen,,,,,
1501,MacGruber,90,2010,5.6,43,Jorma Taccone,,,,,
1502,Survivor,96,2015,5.6,28,James McTeigue,,,,,
1503,Bad Company,116,2002,5.6,37,Joel Schumacher,,,,,
1504,The Pink Panther 2,92,2009,5.6,36,Harald Zwart,,,,,
1505,Sleepless,95,2017,5.6,34,Baran bo Odar,,,,,
1506,Exit Wounds,101,2001,5.6,39,Andrzej Bartkowiak,,,,,
1507,Fire with Fire,97,2012,5.6,,David Barrett,,,,,
1508,12 Rounds,108,2009,5.6,38,Renny Harlin,,,,,
1509,The Quest,95,1996,5.6,,Jean-Claude Van Damme,,,,,
1510,The Contract,96,2006,5.6,,Bruce Beresford,,,,,
1511,Metro,117,1997,5.6,41,Thomas Carter,,,,,
1512,Once There Was a Tiger,132,2012,5.6,,Mathur Goswami,Kabir Khan,,,,
1513,Bang Bang,153,2014,5.6,,Siddharth Anand,,,,,
1514,Baywatch,116,2017,5.5,37,Seth Gordon,,,,,
1515,Willy's Wonderland,88,2021,5.5,44,Kevin Lewis,,,,,
1516,The Scorpion King,92,2002,5.5,45,Chuck Russell,,,,,
1517,The Core,135,2003,5.5,48,Jon Amiel,,,,,
1518,The 355,122,2022,5.5,40,Simon Kinberg,,,,,
1519,Your Highness,102,2011,5.5,31,David Gordon Green,,,,,
1520,George of the Jungle,92,1997,5.5,53,Sam Weisman,,,,,
1521,The Cloverfield Paradox,102,2018,5.5,37,Julius Onah,,,,,
1522,Green Lantern,114,2011,5.5,39,Martin Campbell,,,,,
1523,Sweet Girl,110,2021,5.5,46,Brian Andrew Mendoza,,,,,
1524,Beverly Hills Cop III,104,1994,5.5,16,John Landis,,,,,
1525,Resident Evil: The Final Chapter,107,2016,5.5,49,Paul W.S. Anderson,,,,,
1526,Snakes on a Plane,105,2006,5.5,58,David R. Ellis,,,,,
1527,Seventh Son,102,2014,5.5,30,Sergei Bodrov,,,,,
1528,Volcano,104,1997,5.5,55,Mick Jackson,,,,,
1529,Eight Legged Freaks,99,2002,5.5,53,Ellory Elkayem,,,,,
1530,Virtuosity,106,1995,5.5,39,Brett Leonard,,,,,
1531,The Bounty Hunter,110,2010,5.5,22,Andy Tennant,,,,,
1532,Under Siege 2: Dark Territory,100,1995,5.5,52,Geoff Murphy,,,,,
1533,Peninsula,116,2020,5.5,51,Sang-ho Yeon,,,,,
1534,Pompeii,105,2014,5.5,39,Paul W.S. Anderson,,,,,
1535,Star Trek V: The Final Frontier,107,1989,5.5,43,William Shatner,,,,,
1536,Mortdecai,107,2015,5.5,27,David Koepp,,,,,
1537,Collateral Damage,108,2002,5.5,33,Andrew Davis,,,,,
1538,Lara Croft: Tomb Raider - The Cradle of Life,117,2003,5.5,43,Jan de Bont,,,,,
1539,Babylon A.D.,90,2008,5.5,26,Mathieu Kassovitz,,,,,
1540,Beverly Hills Ninja,88,1997,5.5,27,Dennis Dugan,,,,,
1541,Cop Out,107,2010,5.5,31,Kevin Smith,,,,,
1542,Fighting,105,2009,5.5,61,Dito Montiel,,,,,
1543,Whiteout,101,2009,5.5,,Dominic Sena,,,,,
1544,Stolen,96,2012,5.5,43,Simon West,,,,,
1545,The Man,83,2005,5.5,33,Les Mayfield,,,,,
1546,Showtime,95,2002,5.5,32,Tom Dey,,,,,
1547,Taxi 4,91,2007,5.5,,Gérard Krawczyk,,,,,
1548,Gunjan Saxena: The Kargil Girl,112,2020,5.5,,ALi Khan AK,Sharan Sharma,,,,
1549,65,93,2023,5.4,40,Scott Beck,Bryan Woods,,,,
1550,Gods of Egypt,127,2016,5.4,25,Alex Proyas,,,,,
1551,The Forever Purge,103,2021,5.4,53,Everardo Gout,,,,,
1552,Shotgun Wedding,101,2022,5.4,46,Jason Moore,,,,,
1553,Wonder Woman 1984,151,2020,5.4,60,Patty Jenkins,,,,,
