SNo.,Movie Name,Duration (min),Year,Ratings,Metascore,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6
1,The Dark Knight,152,2008,9,84,Christopher Nolan,,,,,
2,The Lord of the Rings: The Return of the King,201,2003,9,94,Peter Jackson,,,,,
3,Inception,148,2010,8.8,74,Christopher Nolan,,,,,
4,The Lord of the Rings: The Fellowship of the Ring,178,2001,8.8,92,Peter Jackson,,,,,
5,The Lord of the Rings: The Two Towers,179,2002,8.8,87,Peter Jackson,,,,,
6,The Matrix,136,1999,8.7,73,Lana Wachowski,Lilly Wachowski,,,,
7,Star Wars: Episode V - The Empire Strikes Back,124,1980,8.7,82,Irvin Kershner,,,,,
8,Soorarai Pottru,153,2020,8.7,,Sudha Kongara,,,,,
9,Star Wars: Episode IV - A New Hope,121,1977,8.6,90,George Lucas,,,,,
10,Terminator 2: Judgment Day,137,1991,8.6,75,James Cameron,,,,,
11,Seven Samurai,207,1954,8.6,98,Akira Kurosawa,,,,,
12,Harakiri,133,1962,8.6,85,Masaki Kobayashi,,,,,
13,Sita Ramam,163,2022,8.6,,Hanu Raghavapudi,,,,,
14,Léon: The Professional,110,1994,8.5,64,Luc Besson,,,,,
15,Gladiator,155,2000,8.5,67,Ridley Scott,,,,,
16,Spider-Man: Into the Spider-Verse,117,2018,8.4,87,Bob Persichetti,Peter Ramsey,Rodney Rothman,,,
17,Avengers: Endgame,181,2019,8.4,78,Anthony Russo,Joe Russo,,,,
18,Indiana Jones and the Raiders of the Lost Ark,115,1981,8.4,85,Steven Spielberg,,,,,
19,Avengers: Infinity War,149,2018,8.4,68,Anthony Russo,Joe Russo,,,,
20,Oldboy (2003),101,2003,8.4,77,Park Chan-wook,,,,,
21,The Dark Knight Rises,164,2012,8.4,78,Christopher Nolan,,,,,
22,Aliens,137,1986,8.4,84,James Cameron,,,,,
23,Kaithi,145,2019,8.4,,Lokesh Kanagaraj,,,,,
24,Asuran,141,2019,8.4,,Vetrimaaran,,,,,
25,Top Gun: Maverick,130,2022,8.3,78,Joseph Kosinski,,,,,
26,Heat,170,1995,8.3,76,Michael Mann,,,,,
27,Star Wars: Episode VI - Return of the Jedi,131,1983,8.3,58,Richard Marquand,,,,,
28,Princess Mononoke,134,1997,8.3,76,Hayao Miyazaki,,,,,
29,North by Northwest,136,1959,8.3,98,Alfred Hitchcock,,,,,
30,Kantara,148,2022,8.3,,Rishab Shetty,,,,,
31,Dangal,161,2016,8.3,,Nitesh Tiwari,,,,,
32,K.G.F: Chapter 2,168,2022,8.3,,Prashanth Neel,,,,,
33,Vikram,175,2022,8.3,,Lokesh Kanagaraj,,,,,
34,Raatchasan,170,2018,8.3,,Ram Kumar,,,,,
35,Shershaah,135,2021,8.3,,Vishnuvardhan,,,,,
36,Guardians of the Galaxy Vol. 3,150,2023,8.2,64,James Gunn,,,,,
37,Spider-Man: No Way Home,148,2021,8.2,71,Jon Watts,,,,,
38,Jurassic Park,127,1993,8.2,68,Steven Spielberg,,,,,
39,Indiana Jones and the Last Crusade,127,1989,8.2,65,Steven Spielberg,,,,,
40,1917,119,2019,8.2,78,Sam Mendes,,,,,
41,Kill Bill: Vol. 1,111,2003,8.2,69,Quentin Tarantino,,,,,
42,Batman Begins,140,2005,8.2,70,Christopher Nolan,,,,,
43,Die Hard,132,1988,8.2,72,John McTiernan,,,,,
44,V for Vendetta,132,2005,8.2,62,James McTeigue,,,,,
45,Demon Slayer the Movie: Mugen Train,117,2020,8.2,72,Haruo Sotozaki,,,,,
46,Ran,162,1985,8.2,97,Akira Kurosawa,,,,,
47,Gangs of Wasseypur,321,2012,8.2,89,Anurag Kashyap,,,,,
48,Vikram Vedha,147,2017,8.2,,Gayatri,Pushkar,Gowtham Selvaraj,,,
49,Baahubali 2: The Conclusion,167,2017,8.2,,S.S. Rajamouli,,,,,
50,Yojimbo,110,1961,8.2,93,Akira Kurosawa,,,,,
51,Uri: The Surgical Strike,138,2019,8.2,,Aditya Dhar,,,,,
52,K.G.F: Chapter 1,156,2018,8.2,,Prashanth Neel,,,,,
53,Sherlock Jr.,45,1924,8.2,,Buster Keaton,,,,,
54,Rangasthalam 1985,170,2018,8.2,,Sukumar,,,,,
55,The Mountain II,,2016,8.2,,Alper Caglar,,,,,
56,Paan Singh Tomar,135,2012,8.2,,Tigmanshu Dhulia,,,,,
57,Mad Max: Fury Road,120,2015,8.1,90,George Miller,,,,,
58,Ford v Ferrari,152,2019,8.1,81,James Mangold,,,,,
59,Pirates of the Caribbean: The Curse of the Black Pearl,143,2003,8.1,63,Gore Verbinski,,,,,
60,Blade Runner,117,1982,8.1,84,Ridley Scott,,,,,
61,The Terminator,107,1984,8.1,84,James Cameron,,,,,
62,Logan,137,2017,8.1,77,James Mangold,,,,,
63,"Lock, Stock and Two Smoking Barrels",107,1998,8.1,66,Guy Ritchie,,,,,
64,How to Train Your Dragon,98,2010,8.1,75,Dean DeBlois,Chris Sanders,,,,
65,Warrior,140,2011,8.1,71,Gavin O'Connor,,,,,
66,Rush,123,2013,8.1,74,Ron Howard,,,,,
67,The Iron Giant,86,1999,8.1,85,Brad Bird,,,,,
68,Neon Genesis Evangelion: The End of Evangelion,87,1997,8.1,,Hideaki Anno,Kazuya Tsurumaki,,,,
69,Sholay,162,1975,8.1,,Ramesh Sippy,,,,,
70,Bajrangi Bhaijaan,163,2015,8.1,,Kabir Khan,Mehmet Tutkun,,,,
71,The General,67,1926,8.1,,Clyde Bruckman,Buster Keaton,,,,
72,The Hidden Fortress,126,1958,8.1,89,Akira Kurosawa,,,,,
73,White Heat,114,1949,8.1,,Raoul Walsh,,,,,
74,A Wednesday,104,2008,8.1,,Neeraj Pandey,,,,,
75,Major,150,2022,8.1,,Sashi Kiran Tikka,,,,,
76,Sarfarosh,174,1999,8.1,,John Mathew Matthan,,,,,
77,Hera Pheri,156,2000,8.1,,Priyadarshan,,,,,
78,Kaththi,166,2014,8.1,,A.R. Murugadoss,,,,,
79,Thuppakki,165,2012,8.1,,A.R. Murugadoss,,,,,
80,John Wick: Chapter 4,169,2023,8,78,Chad Stahelski,,,,,
81,Guardians of the Galaxy,121,2014,8,76,James Gunn,,,,,
82,Dune (2021),155,2021,8,74,Denis Villeneuve,,,,,
83,Blade Runner 2049,164,2017,8,81,Denis Villeneuve,,,,,
84,Deadpool,108,2016,8,65,Tim Miller,,,,,
85,The Avengers (2012),143,2012,8,69,Joss Whedon,,,,,
86,Zack Snyder's Justice League,242,2021,8,54,Zack Snyder,,,,,
87,The Incredibles,115,2004,8,90,Brad Bird,,,,,
88,Casino Royale,144,2006,8,80,Martin Campbell,,,,,
89,The Revenant,156,2015,8,76,Alejandro G. Iñárritu,,,,,
90,Akira,124,1988,8,67,Katsuhiro Ôtomo,,,,,
91,Kill Bill: Vol. 2,137,2004,8,83,Quentin Tarantino,,,,,
92,Ip Man,106,2008,8,59,Wilson Yip,,,,,
93,The Bourne Ultimatum,115,2007,8,85,Paul Greengrass,,,,,
94,Baahubali: The Beginning,159,2015,8,,S.S. Rajamouli,,,,,
95,Infernal Affairs,101,2002,8,75,Andrew Lau,Alan Mak,,,,
96,Wolfwalkers,103,2020,8,87,Tomm Moore,Ross Stewart,,,,
97,Elite Squad,115,2007,8,33,José Padilha,,,,,
98,Haider,160,2014,8,,Vishal Bhardwaj,,,,,
99,Sanjuro,96,1962,8,,Akira Kurosawa,,,,,
100,Elite Squad 2: The Enemy Within,115,2010,8,71,José Padilha,,,,,
101,Tae Guk Gi: The Brotherhood of War,140,2004,8,64,Je-kyu Kang,,,,,
102,Andaz Apna Apna,160,1994,8,,Rajkumar Santoshi,,,,,
103,Karthikeya 2,150,2022,8,,Chandoo Mondeti,,,,,
104,Arjun Reddy,182,2017,8,,Sandeep Reddy Vanga,,,,,
105,1: Nenokkadine,170,2014,8,,Sukumar,,,,,
106,The Breath,,2009,8,,Levent Semerci,,,,,
107,Thor: Ragnarok,130,2017,7.9,74,Taika Waititi,,,,,
108,Avatar,162,2009,7.9,83,James Cameron,,,,,
109,Iron Man,126,2008,7.9,79,Jon Favreau,,,,,
110,Star Trek,127,2009,7.9,82,J.J. Abrams,,,,,
111,Edge of Tomorrow,113,2014,7.9,71,Doug Liman,,,,,
112,Children of Men,109,2006,7.9,84,Alfonso Cuarón,,,,,
113,X-Men: Days of Future Past,132,2014,7.9,75,Bryan Singer,,,,,
114,District 9,112,2009,7.9,81,Neill Blomkamp,,,,,
115,The Bourne Identity,119,2002,7.9,68,Doug Liman,,,,,
116,The Blues Brothers,133,1980,7.9,60,John Landis,,,,,
117,"Crouching Tiger, Hidden Dragon",120,2000,7.9,94,Ang Lee,,,,,
118,Ghost in the Shell (1995),83,1995,7.9,76,Mamoru Oshii,,,,,
119,A Fistful of Dollars,99,1964,7.9,65,Sergio Leone,,,,,
120,The Raid 2,150,2014,7.9,71,Gareth Evans,,,,,
121,The Wild Bunch,135,1969,7.9,98,Sam Peckinpah,,,,,
122,Hero,120,2002,7.9,85,Yimou Zhang,,,,,
123,Letters from Iwo Jima,141,2006,7.9,89,Clint Eastwood,,,,,
124,A Taxi Driver,137,2017,7.9,69,Hun Jang,,,,,
125,The Adventures of Robin Hood,102,1938,7.9,97,Michael Curtiz,William Keighley,,,,
126,Baby,159,2015,7.9,,Neeraj Pandey,,,,,
127,Airlift,130,2016,7.9,,Raja Menon,,,,,
128,Vishwaroopam,148,2013,7.9,,Kamal Haasan,,,,,
129,Everything Everywhere All at Once,139,2022,7.8,81,Daniel Kwan,Daniel Scheinert,,,,
130,The Batman,176,2022,7.8,72,Matt Reeves,,,,,
131,RRR,187,2022,7.8,83,S.S. Rajamouli,,,,,
132,The Gentlemen,113,2019,7.8,51,Guy Ritchie,,,,,
133,All Quiet on the Western Front,148,2022,7.8,76,Edward Berger,,,,,
134,Drive,100,2011,7.8,78,Nicolas Winding Refn,,,,,
135,Rogue One: A Star Wars Story,133,2016,7.8,65,Gareth Edwards,,,,,
136,Star Wars: Episode VII - The Force Awakens,138,2015,7.8,80,J.J. Abrams,,,,,
137,Apocalypto,139,2006,7.8,68,Mel Gibson,,,,,
138,Dunkirk,106,2017,7.8,94,Christopher Nolan,,,,,
139,Ghostbusters (1984),105,1984,7.8,71,Ivan Reitman,,,,,
140,Predator,107,1987,7.8,47,John McTiernan,,,,,
141,Hot Fuzz,121,2007,7.8,81,Edgar Wright,,,,,
142,Captain America: Civil War,147,2016,7.8,75,Anthony Russo,Joe Russo,,,,
143,Taken,90,2008,7.8,51,Pierre Morel,,,,,
144,Skyfall,143,2012,7.8,81,Sam Mendes,,,,,
145,Captain America: The Winter Soldier,136,2014,7.8,70,Anthony Russo,Joe Russo,,,,
146,The Fugitive,130,1993,7.8,87,Andrew Davis,,,,,
147,Big Hero 6,102,2014,7.8,74,Don Hall,Chris Williams,,,,
148,Captain Phillips,134,2013,7.8,82,Paul Greengrass,,,,,
149,I Saw the Devil,144,2010,7.8,67,Jee-woon Kim,,,,,
150,The Last Samurai,154,2003,7.8,55,Edward Zwick,,,,,
151,Serenity,119,2005,7.8,74,Joss Whedon,,,,,
152,Thirteen Lives,147,2022,7.8,66,Ron Howard,,,,,
153,The Fighter,116,2010,7.8,79,David O. Russell,,,,,
154,How to Train Your Dragon 2,102,2014,7.8,77,Dean DeBlois,,,,,
155,The Chaser,125,2008,7.8,64,Na Hong-jin,,,,,
156,"Aguirre, the Wrath of God",95,1972,7.8,,Werner Herzog,,,,,
157,Ninja Scroll,94,1993,7.8,,Yoshiaki Kawajiri,,,,,
158,Batman: Mask of the Phantasm,76,1993,7.8,65,Eric Radomski,Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Bruce Timm
159,The Killer,111,1989,7.8,82,John Woo,,,,,
160,Cowboy Bebop: The Movie,115,2001,7.8,61,Shin'ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,,
161,Knockin' on Heaven's Door,87,1997,7.8,,Thomas Jahn,,,,,
162,Minnal Murali,158,2021,7.8,,Basil Joseph,,,,,
163,Avatar: The Way of Water,192,2022,7.7,67,James Cameron,,,,,
164,Kingsman: The Secret Service,129,2014,7.7,60,Matthew Vaughn,,,,,
165,Star Trek Into Darkness,132,2013,7.7,72,J.J. Abrams,,,,,
166,Mission: Impossible - Fallout,147,2018,7.7,86,Christopher McQuarrie,,,,,
167,Black Hawk Down,144,2001,7.7,74,Ridley Scott,,,,,
168,The Count of Monte Cristo,131,2002,7.7,61,Kevin Reynolds,,,,,
169,3:10 to Yuma,122,2007,7.7,76,James Mangold,,,,,
170,The Last of the Mohicans,112,1992,7.7,76,Michael Mann,,,,,
171,The Lego Movie,100,2014,7.7,83,Phil Lord,Christopher Miller,,,,
172,X-Men: First Class,131,2011,7.7,65,Matthew Vaughn,,,,,
173,Training Day,122,2001,7.7,69,Antoine Fuqua,,,,,
174,The Dirty Dozen,150,1967,7.7,73,Robert Aldrich,,,,,
175,Man on Fire,146,2004,7.7,47,Tony Scott,,,,,
176,First Blood,93,1982,7.7,61,Ted Kotcheff,,,,,
177,The Magnificent Seven (1960),128,1960,7.7,74,John Sturges,,,,,
178,Kung Fu Hustle,99,2004,7.7,78,Stephen Chow,,,,,
179,The Boondock Saints,108,1999,7.7,44,Troy Duffy,,,,,
180,Goldfinger,110,1964,7.7,87,Guy Hamilton,,,,,
181,The Longest Day,178,1962,7.7,75,Ken Annakin,Andrew Marton,Gerd Oswald,Bernhard Wicki,Darryl F. Zanuck,
182,Dirty Harry,102,1971,7.7,87,Don Siegel,Clint Eastwood,,,,
183,Star Trek II: The Wrath of Khan,113,1982,7.7,68,Nicholas Meyer,,,,,
184,The Bourne Supremacy,108,2004,7.7,73,Paul Greengrass,,,,,
185,Bonnie and Clyde,111,1967,7.7,86,Arthur Penn,,,,,
186,The French Connection,104,1971,7.7,94,William Friedkin,,,,,
187,Badlands,94,1973,7.7,93,Terrence Malick,,,,,
188,Run Lola Run,80,1998,7.7,77,Tom Tykwer,,,,,
189,Kubo and the Two Strings,101,2016,7.7,84,Travis Knight,,,,,
190,Ponniyin Selvan: Part I,167,2022,7.7,,Mani Ratnam,,,,,
191,Key Largo,100,1948,7.7,,John Huston,,,,,
192,The Man from Nowhere,119,2010,7.7,,Jeong-beom Lee,,,,,
193,Hard Boiled,128,1992,7.7,,John Woo,,,,,
194,Scarface,93,1932,7.7,90,Howard Hawks,Richard Rosson,,,,
195,Dragon Ball Super: Broly,100,2018,7.7,59,Tatsuya Nagamine,,,,,
196,Joint Security Area,110,2000,7.7,58,Park Chan-wook,,,,,
197,Eega,145,2012,7.7,,S.S. Rajamouli,,,,,
198,Udta Punjab,148,2016,7.7,,Abhishek Chaubey,,,,,
199,Raazi,138,2018,7.7,,Meghna Gulzar,,,,,
200,Guardians of the Galaxy Vol. 2,136,2017,7.6,67,James Gunn,,,,,
201,The Fifth Element,126,1997,7.6,52,Luc Besson,,,,,
202,Sicario,121,2015,7.6,82,Denis Villeneuve,,,,,
203,300,117,2006,7.6,52,Zack Snyder,,,,,
204,Baby Driver,113,2017,7.6,86,Edgar Wright,,,,,
205,Star Wars: Episode III - Revenge of the Sith,140,2005,7.6,68,George Lucas,,,,,
206,Deadpool 2,119,2018,7.6,66,David Leitch,,,,,
207,Watchmen,162,2009,7.6,56,Zack Snyder,,,,,
208,Harry Potter and the Half-Blood Prince,153,2009,7.6,78,David Yates,,,,,
209,Kung Fu Panda,92,2008,7.6,74,Mark Osborne,John Stevenson,,,,
210,RoboCop (1987),102,1987,7.6,70,Paul Verhoeven,,,,,
211,Train to Busan,118,2016,7.6,73,Sang-ho Yeon,,,,,
212,The Warriors,93,1979,7.6,65,Walter Hill,,,,,
213,Creed,133,2015,7.6,82,Ryan Coogler,,,,,
214,Incredibles 2,118,2018,7.6,80,Brad Bird,,,,,
215,The Road Warrior,96,1981,7.6,77,George Miller,,,,,
216,Kick-Ass,117,2010,7.6,66,Matthew Vaughn,,,,,
217,Falling Down,113,1993,7.6,56,Joel Schumacher,,,,,
218,Zombieland,88,2009,7.6,73,Ruben Fleischer,,,,,
219,Minority Report,145,2002,7.6,80,Steven Spielberg,,,,,
220,Sherlock Holmes,128,2009,7.6,57,Guy Ritchie,,,,,
221,Rise of the Planet of the Apes,105,2011,7.6,68,Rupert Wyatt,,,,,
222,The Raid: Redemption,101,2011,7.6,73,Gareth Evans,,,,,
223,Dawn of the Planet of the Apes,130,2014,7.6,79,Matt Reeves,,,,,
224,Where Eagles Dare,158,1968,7.6,63,Brian G. Hutton,,,,,
225,End of Watch,109,2012,7.6,68,David Ayer,,,,,
226,Lethal Weapon,109,1987,7.6,68,Richard Donner,,,,,
227,Battle Royale,114,2000,7.6,81,Kinji Fukasaku,,,,,
228,Enter the Dragon,102,1973,7.6,83,Robert Clouse,,,,,
229,Die Hard with a Vengeance,128,1995,7.6,58,John McTiernan,,,,,
230,Star Trek: First Contact,111,1996,7.6,71,Jonathan Frakes,,,,,
231,Hotel Mumbai,123,2018,7.6,62,Anthony Maras,,,,,
232,Only the Brave,134,2017,7.6,72,Joseph Kosinski,,,,,
233,Escape from Alcatraz,112,1979,7.6,76,Don Siegel,,,,,
234,United 93,111,2006,7.6,90,Paul Greengrass,,,,,
235,The Taking of Pelham One Two Three,104,1974,7.6,68,Joseph Sargent,,,,,
236,Vampire Hunter D: Bloodlust,103,2000,7.6,62,Jack Fletcher,Yoshiaki Kawajiri,,,,
237,Fearless,104,2006,7.6,70,Ronny Yu,,,,,
238,Pushpa: The Rise - Part 1,179,2021,7.6,,Sukumar,,,,,
239,Ludo,149,2020,7.6,,Anurag Basu,,,,,
240,Evangelion: 1.0 You Are (Not) Alone,98,2007,7.6,66,Masayuki,Kazuya Tsurumaki,Hideaki Anno,,,
241,Cell 211,113,2009,7.6,,Daniel Monzón,,,,,
242,Lupin III: The Castle of Cagliostro,102,1979,7.6,72,Hayao Miyazaki,,,,,
243,The Boy and the Beast,119,2015,7.6,65,Mamoru Hosoda,,,,,
244,Mortal World,,2018,7.6,,Ali Atay,,,,,
245,The Covenant (2023),123,2023,7.5,63,Guy Ritchie,,,,,
246,It's a Mad Mad Mad Mad World,210,1963,7.5,59,Stanley Kramer,,,,,
247,Indiana Jones and the Temple of Doom,118,1984,7.5,57,Steven Spielberg,,,,,
248,Lone Survivor,121,2013,7.5,60,Peter Berg,,,,,
249,Batman,126,1989,7.5,69,Tim Burton,,,,,
250,Scott Pilgrim vs. the World,112,2010,7.5,69,Edgar Wright,,,,,
251,Harry Potter and the Order of the Phoenix,138,2007,7.5,71,David Yates,,,,,
252,Fury,134,2014,7.5,64,David Ayer,,,,,
253,The Hunger Games: Catching Fire,146,2013,7.5,76,Francis Lawrence,,,,,
254,Upgrade,100,2018,7.5,67,Leigh Whannell,,,,,
255,The Crow,102,1994,7.5,71,Alex Proyas,,,,,
256,Total Recall (1990),113,1990,7.5,60,Paul Verhoeven,,,,,
257,Doctor Strange,115,2016,7.5,72,Scott Derrickson,,,,,
258,Master and Commander: The Far Side of the World,138,2003,7.5,81,Peter Weir,,,,,
259,Collateral,120,2004,7.5,71,Michael Mann,,,,,
260,Enemy at the Gates,131,2001,7.5,53,Jean-Jacques Annaud,,,,,
261,Riders of Justice,116,2020,7.5,81,Anders Thomas Jensen,,,,,
262,Source Code,93,2011,7.5,74,Duncan Jones,,,,,
263,Munich,164,2005,7.5,74,Steven Spielberg,,,,,
264,The Hunt for Red October,135,1990,7.5,58,John McTiernan,,,,,
265,Grindhouse,191,2007,7.5,77,Robert Rodriguez,Eli Roth,Quentin Tarantino,Edgar Wright,Rob Zombie,
266,Midnight Run,126,1988,7.5,78,Martin Brest,,,,,
267,The Guns of Navarone,158,1961,7.5,72,J. Lee Thompson,,,,,
268,Tora! Tora! Tora!,144,1970,7.5,46,Richard Fleischer,Kinji Fukasaku,Toshio Masuda,Akira Kurosawa,,
269,Headhunters,100,2011,7.5,72,Morten Tyldum,,,,,
270,Police Story,100,1985,7.5,78,Jackie Chan,Chi-Hwa Chen,,,,
271,Ip Man 2,108,2010,7.5,67,Wilson Yip,,,,,
272,13 Assassins,141,2010,7.5,84,Takashi Miike,,,,,
273,New World,135,2013,7.5,58,Park Hoon-jung,,,,,
274,House of Flying Daggers,119,2004,7.5,89,Yimou Zhang,,,,,
275,A Bittersweet Life,119,2005,7.5,,Jee-woon Kim,,,,,
276,The Legend of Drunken Master,102,1994,7.5,74,Chia-Liang Liu,Jackie Chan,,,,
277,Tanhaji: The Unsung Warrior,135,2020,7.5,,Om Raut,,,,,
278,The Blind Swordsman: Zatoichi,116,2003,7.5,75,Takeshi Kitano,,,,,
279,Mesrine: Killer Instinct,113,2008,7.5,71,Jean-François Richet,,,,,
280,Jodhaa Akbar,213,2008,7.5,69,Ashutosh Gowariker,,,,,
281,Delhi Belly,103,2011,7.5,66,Abhinay Deo,Akshat Verma,,,,
282,Mersal,172,2017,7.5,,Atlee,,,,,
283,To Strike,,2013,7.5,,Bilal Lashari,,,,,
284,John Wick,101,2014,7.4,68,Chad Stahelski,David Leitch,,,,
285,John Wick: Chapter 3 - Parabellum,130,2019,7.4,73,Chad Stahelski,,,,,
286,John Wick: Chapter 2,122,2017,7.4,75,Chad Stahelski,,,,,
287,Shang-Chi and the Legend of the Ten Rings,132,2021,7.4,71,Destin Daniel Cretton,,,,,
288,Spider-Man: Homecoming,133,2017,7.4,73,Jon Watts,,,,,
289,Nobody,92,2021,7.4,64,Ilya Naishuller,,,,,
290,Spider-Man,121,2002,7.4,73,Sam Raimi,,,,,
291,Ready Player One,140,2018,7.4,64,Steven Spielberg,,,,,
292,Mission: Impossible - Rogue Nation,131,2015,7.4,75,Christopher McQuarrie,,,,,
293,Mission: Impossible - Ghost Protocol,132,2011,7.4,73,Brad Bird,,,,,
294,The Last Duel,152,2021,7.4,67,Ridley Scott,,,,,
295,Wonder Woman,141,2017,7.4,76,Patty Jenkins,,,,,
296,Superman,143,1978,7.4,82,Richard Donner,,,,,
297,Spider-Man: Far from Home,129,2019,7.4,69,Jon Watts,,,,,
298,Spider-Man 2,127,2004,7.4,83,Sam Raimi,,,,,
299,The Rock,136,1996,7.4,58,Michael Bay,,,,,
300,Predestination,97,2014,7.4,69,Michael Spierig,Peter Spierig,,,,
301,Looper,119,2012,7.4,84,Rian Johnson,,,,,
302,A History of Violence,96,2005,7.4,82,David Cronenberg,,,,,
303,Law Abiding Citizen,109,2009,7.4,34,F. Gary Gray,,,,,
304,X2: X-Men United,134,2003,7.4,68,Bryan Singer,,,,,
305,War for the Planet of the Apes,140,2017,7.4,82,Matt Reeves,,,,,
306,How to Train Your Dragon: The Hidden World,104,2019,7.4,71,Dean DeBlois,,,,,
307,Sherlock Holmes: A Game of Shadows,129,2011,7.4,48,Guy Ritchie,,,,,
308,Bullitt,114,1968,7.4,81,Peter Yates,,,,,
309,From Russia with Love,115,1963,7.4,83,Terence Young,,,,,
310,Open Range,139,2003,7.4,67,Kevin Costner,,,,,
311,Thief,123,1981,7.4,78,Michael Mann,,,,,
312,Mission Majnu,129,2023,7.4,,Shantanu Bagchi,,,,,
313,Black Dynamite,84,2009,7.4,65,Scott Sanders,,,,,
314,Rurouni Kenshin Part I: Origins,134,2012,7.4,,Keishi Otomo,,,,,
315,Drunken Master,111,1978,7.4,68,Woo-Ping Yuen,,,,,
316,Summer Wars,114,2009,7.4,63,Mamoru Hosoda,,,,,
317,Mesrine: Public Enemy No. 1,133,2008,7.4,72,Jean-François Richet,,,,,
318,Dungeons & Dragons: Honor Among Thieves,134,2023,7.3,72,John Francis Daley,Jonathan Goldstein,,,,
319,Bullet Train,127,2022,7.3,49,David Leitch,,,,,
320,Fast Five,130,2011,7.3,66,Justin Lin,,,,,
321,Tenet,150,2020,7.3,69,Christopher Nolan,,,,,
322,Ant-Man,117,2015,7.3,64,Peyton Reed,,,,,
323,Starship Troopers,129,1997,7.3,52,Paul Verhoeven,,,,,
324,No Time to Die,163,2021,7.3,68,Cary Joji Fukunaga,,,,,
325,True Lies,141,1994,7.3,63,James Cameron,,,,,
326,Men in Black,98,1997,7.3,71,Barry Sonnenfeld,,,,,
327,The Accountant,128,2016,7.3,51,Gavin O'Connor,,,,,
328,The Nice Guys,116,2016,7.3,70,Shane Black,,,,,
329,Dawn of the Dead,101,2004,7.3,59,Zack Snyder,,,,,
330,Black Panther,134,2018,7.3,88,Ryan Coogler,,,,,
331,Speed,116,1994,7.3,78,Jan de Bont,,,,,
332,Avengers: Age of Ultron,141,2015,7.3,66,Joss Whedon,,,,,
333,Beverly Hills Cop,105,1984,7.3,66,Martin Brest,,,,,
334,Face/Off,138,1997,7.3,82,John Woo,,,,,
335,X-Men,104,2000,7.3,64,Bryan Singer,,,,,
336,13 Hours,144,2016,7.3,48,Michael Bay,,,,,
337,Alita: Battle Angel,122,2019,7.3,53,Robert Rodriguez,,,,,
338,American Sniper,133,2014,7.3,72,Clint Eastwood,,,,,
339,The Karate Kid (1984),126,1984,7.3,60,John G. Avildsen,,,,,
340,El Camino: A Breaking Bad Movie,122,2019,7.3,72,Vince Gilligan,,,,,
341,Pirates of the Caribbean: Dead Man's Chest,151,2006,7.3,53,Gore Verbinski,,,,,
342,Raya and the Last Dragon,107,2021,7.3,74,Don Hall,Carlos López Estrada,Paul Briggs,John Ripa,,
343,The Lego Batman Movie,104,2017,7.3,75,Chris McKay,,,,,
344,Equilibrium,107,2002,7.3,33,Kurt Wimmer,,,,,
345,Patriots Day,133,2016,7.3,69,Peter Berg,,,,,
346,Southpaw,124,2015,7.3,57,Antoine Fuqua,,,,,
347,Layer Cake,105,2004,7.3,73,Matthew Vaughn,,,,,
348,Megamind,95,2010,7.3,63,Tom McGrath,,,,,
349,Eye in the Sky,102,2015,7.3,73,Gavin Hood,,,,,
350,The Adventures of Tintin,107,2011,7.3,68,Steven Spielberg,,,,,
351,Enemy of the State,132,1998,7.3,67,Tony Scott,,,,,
352,Okja,120,2017,7.3,75,Bong Joon Ho,,,,,
353,To Live and Die in L.A.,116,1985,7.3,81,William Friedkin,,,,,
354,The Next Three Days,133,2010,7.3,52,Paul Haggis,,,,,
355,The Negotiator,140,1998,7.3,62,F. Gary Gray,,,,,
356,Invictus,134,2009,7.3,74,Clint Eastwood,,,,,
357,Nikita,117,1990,7.3,56,Luc Besson,,,,,
358,Star Trek IV: The Voyage Home,119,1986,7.3,71,Leonard Nimoy,,,,,
359,Crimson Tide,116,1995,7.3,66,Tony Scott,,,,,
360,Grosse Pointe Blank,107,1997,7.3,76,George Armitage,,,,,
361,Running Scared,122,2006,7.3,41,Wayne Kramer,,,,,
362,Shaolin Soccer,87,2001,7.3,68,Stephen Chow,,,,,
363,Assault on Precinct 13 (1976),91,1976,7.3,89,John Carpenter,,,,,
364,Jason and the Argonauts,104,1963,7.3,69,Don Chaffey,,,,,
365,The Getaway,123,1972,7.3,55,Sam Peckinpah,,,,,
366,Red Cliff,148,2008,7.3,73,John Woo,,,,,
367,Bacurau,131,2019,7.3,82,Juliano Dornelles,Kleber Mendonça Filho,,,,
368,Get Carter (1971),112,1971,7.3,80,Mike Hodges,,,,,
369,Ghajini,186,2008,7.3,,A.R. Murugadoss,,,,,
370,Max Manus: Man of War,118,2008,7.3,60,Joachim Rønning,Espen Sandberg,,,,
371,The Baader Meinhof Complex,150,2008,7.3,76,Uli Edel,,,,,
372,Master,178,2021,7.3,,Lokesh Kanagaraj,,,,,
373,The Suicide Squad,132,2021,7.2,72,James Gunn,,,,,
374,The Hunger Games,142,2012,7.2,68,Gary Ross,,,,,
375,From Dusk Till Dawn,108,1996,7.2,48,Robert Rodriguez,,,,,
376,The Equalizer,132,2014,7.2,57,Antoine Fuqua,,,,,
377,Willow,126,1988,7.2,47,Ron Howard,,,,,
